1/1/2017 00:10,6.414,74.5,2981468354.0
1/1/2017 00:20,6.313,74.5,2912810127.0
1/1/2017 00:30,6.121,75.0,2822886076.0
1/1/2017 00:50,5.853,76.9,2662481013.0
1/1/2017 01:00,5.641,77.7,2599898734.0
1/1/2017 01:10,5.496,78.2,2544607595.0
1/1/2017 01:20,5.678,78.1,2477772152.0
1/1/2017 01:30,5.491,77.3,2427949367.0
1/1/2017 01:40,5.516,77.5,2389670886.0
1/1/2017 02:10,4.968,78.8,2232911392.0
1/1/2017 02:30,4.897,79.1,2190379747.0
1/1/2017 02:40,5.02,79.7,2168506329.0
1/1/2017 02:50,5.407,78.5,2148455696.0
1/1/2017 03:10,5.081,77.7,2099848101.0
1/1/2017 03:20,5.041,77.2,2087088608.0
1/1/2017 03:30,5.034,76.9,2087088608.0
1/1/2017 03:40,4.896,76.6,2059746835.0
1/1/2017 03:50,4.805,76.2,2042126582.0
1/1/2017 04:00,4.753,75.7,2052455696.0
1/1/2017 04:10,4.901,74.4,2048202532.0
1/1/2017 04:20,5.203,74.1,2053063291.0
1/1/2017 04:30,5.394,71.9,2051240506.0
1/1/2017 04:40,5.156,74.0,2049417722.0
1/1/2017 04:50,5.179,74.2,2031189873.0
1/1/2017 05:00,4.934,72.9,2054278481.0
1/1/2017 05:10,4.718,75.8,2062177215.0
1/1/2017 05:30,4.658,73.5,2079797468.0
1/1/2017 05:40,4.382,76.9,2085873418.0
1/1/2017 05:50,4.212,78.3,2139341772.0
1/1/2017 06:00,4.308,77.2,2221974684.0
1/1/2017 06:10,4.735,74.3,2192810127.0
1/1/2017 06:20,4.769,75.6,2177620253.0
1/1/2017 06:30,4.92,73.7,2165468354.0
1/1/2017 06:40,4.408,76.7,2146632911.0
1/1/2017 06:50,4.29,77.0,2084658228.0
1/1/2017 07:00,4.304,76.0,1998379747.0
1/1/2017 07:10,4.513,74.6,1890835443.0
1/1/2017 07:20,4.489,74.3,1816708861.0
1/1/2017 07:30,4.356,72.3,1807594937.0
1/1/2017 07:40,4.478,72.2,1806379747.0
1/1/2017 07:50,4.583,71.0,1804556962.0
1/1/2017 08:00,4.794,72.0,1838582278.0
1/1/2017 08:10,4.807,73.1,1898734177.0
1/1/2017 08:20,4.757,73.5,1957670886.0
1/1/2017 08:30,4.509,74.5,1983797468.0
1/1/2017 08:40,4.346,74.8,2016607595.0
1/1/2017 09:00,4.704,71.8,2129620253.0
1/1/2017 09:20,4.629,74.8,2265113924.0
1/1/2017 09:30,4.599,74.0,2313113924.0
1/1/2017 09:40,4.524,74.7,2364151899.0
1/1/2017 09:50,4.575,74.5,2466835443.0
1/1/2017 10:00,5.124,73.7,2527594937.0
1/1/2017 10:20,5.996,69.85,2639392405.0
1/1/2017 10:30,6.22,68.81,2686177215.0
1/1/2017 10:40,6.703,68.01,2751189873.0
1/1/2017 10:50,6.993,66.14,2814987342.0
1/1/2017 11:00,7.54,64.21,2871493671.0
1/1/2017 11:10,8.22,61.9,2904303797.0
1/1/2017 11:20,9.49,59.3,2926177215.0
1/1/2017 11:30,10.65,56.03,2947443038.0
1/1/2017 11:40,11.06,53.52,2952303797.0
1/1/2017 11:50,12.4,53.26,2971139241.0
1/1/2017 12:00,13.08,54.36,2964455696.0
1/1/2017 12:10,14.38,54.42,2980253165.0
1/1/2017 12:20,15.02,56.46,2988759494.0
1/1/2017 12:30,15.55,58.7,3003949367.0
1/1/2017 12:40,15.56,59.23,2996658228.0
1/1/2017 12:50,15.49,59.3,2999696203.0
1/1/2017 13:00,15.57,58.06,3025822785.0
1/1/2017 13:10,15.65,58.7,3040405063.0
1/1/2017 13:20,15.73,59.33,3009417722.0
1/1/2017 13:30,15.68,58.6,3016101266.0
1/1/2017 13:40,15.7,55.29,3031898734.0
1/1/2017 13:50,15.75,52.45,3015493671.0
1/1/2017 14:00,15.83,54.99,2998481013.0
1/1/2017 14:10,15.79,56.66,3002126582.0
1/1/2017 14:20,15.72,55.86,3002126582.0
1/1/2017 14:30,15.8,54.06,2991189873.0
1/1/2017 14:50,15.72,56.69,2970531646.0
1/1/2017 15:00,15.64,57.26,2957164557.0
1/1/2017 15:10,15.69,57.96,2955341772.0
1/1/2017 15:20,15.69,58.93,2938329114.0
1/1/2017 15:30,15.6,58.7,2906126582.0
1/1/2017 15:40,15.39,57.6,2888506329.0
1/1/2017 15:50,15.34,58.7,2885468354.0
1/1/2017 16:10,15.48,57.46,2870886076.0
1/1/2017 16:20,15.54,58.3,2855696203.0
